42,"average_overall","min_token_count",0.28
42,"average_overall","avg_token_count",0.22
42,"average_overall","avg_func_cc_to_complexity_ratio",0.08
42,"average_overall","mm_fanout_external",0.07
42,"average_overall","max_token_count",0.06
42,"total_weighted_overall","min_token_count",0.41
42,"total_weighted_overall","avg_token_count",0.12
42,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.11
42,"total_weighted_overall","max_token_count",0.07
42,"total_weighted_overall","mm_fanout_external",0.06
42,"lang_weighted_overall","min_token_count",0.29
42,"lang_weighted_overall","avg_token_count",0.19
42,"lang_weighted_overall","mm_fanout_external",0.11
42,"lang_weighted_overall","max_token_count",0.09
42,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.09
42,"total_and_lang_weighted_overall","min_token_count",0.32
42,"total_and_lang_weighted_overall","mm_fanout_external",0.18
42,"total_and_lang_weighted_overall","avg_token_count",0.12
42,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.12
42,"total_and_lang_weighted_overall","max_token_count",0.06
223,"average_overall","avg_func_cc_to_complexity_ratio",0.23
223,"average_overall","avg_token_count",0.16
223,"average_overall","min_token_count",0.14
223,"average_overall","mm_fanout_external",0.08
223,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.28
223,"total_weighted_overall","min_token_count",0.19
223,"total_weighted_overall","avg_token_count",0.1
223,"total_weighted_overall","mm_fanout_external",0.08
223,"total_weighted_overall","mm_tiobe_fanout",0.06
223,"lang_weighted_overall","avg_token_count",0.2
223,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.18
223,"lang_weighted_overall","mm_fanout_external",0.12
223,"lang_weighted_overall","min_token_count",0.11
223,"lang_weighted_overall","mm_tiobe_fanout",0.07
223,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.2
223,"total_and_lang_weighted_overall","min_token_count",0.16
223,"total_and_lang_weighted_overall","avg_token_count",0.14
223,"total_and_lang_weighted_overall","mm_fanout_external",0.14
223,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.09
12345,"average_overall","avg_func_cc_to_complexity_ratio",0.25
12345,"average_overall","min_token_count",0.22
12345,"average_overall","avg_token_count",0.09
12345,"average_overall","mm_fanout_external",0.08
12345,"average_overall","mm_comment_ratio",0.06
12345,"average_overall","mm_tiobe_fanout",0.06
12345,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.31
12345,"total_weighted_overall","min_token_count",0.24
12345,"total_weighted_overall","mm_fanout_external",0.08
12345,"total_weighted_overall","mm_tiobe_fanout",0.07
12345,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.2
12345,"lang_weighted_overall","avg_token_count",0.18
12345,"lang_weighted_overall","min_token_count",0.13
12345,"lang_weighted_overall","mm_fanout_external",0.13
12345,"lang_weighted_overall","max_token_count",0.06
12345,"lang_weighted_overall","mm_tiobe_fanout",0.06
12345,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.25
12345,"total_and_lang_weighted_overall","min_token_count",0.16
12345,"total_and_lang_weighted_overall","mm_fanout_external",0.13
12345,"total_and_lang_weighted_overall","avg_token_count",0.11
12345,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.09
54321,"average_overall","min_token_count",0.34
54321,"average_overall","avg_token_count",0.18
54321,"average_overall","avg_func_cc_to_complexity_ratio",0.12
54321,"average_overall","avg_func_cc",0.11
54321,"total_weighted_overall","min_token_count",0.46
54321,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.16
54321,"total_weighted_overall","avg_token_count",0.09
54321,"total_weighted_overall","avg_func_cc",0.06
54321,"lang_weighted_overall","min_token_count",0.32
54321,"lang_weighted_overall","avg_token_count",0.2
54321,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.12
54321,"lang_weighted_overall","avg_func_cc",0.07
54321,"total_and_lang_weighted_overall","min_token_count",0.44
54321,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.13
54321,"total_and_lang_weighted_overall","avg_token_count",0.1
13579,"average_overall","avg_func_cc_to_complexity_ratio",0.29
13579,"average_overall","min_token_count",0.15
13579,"average_overall","avg_token_count",0.12
13579,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.33
13579,"total_weighted_overall","min_token_count",0.18
13579,"total_weighted_overall","avg_token_count",0.08
13579,"total_weighted_overall","max_func_cc_to_complexity_ratio",0.06
13579,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.28
13579,"lang_weighted_overall","avg_token_count",0.17
13579,"lang_weighted_overall","min_token_count",0.13
13579,"lang_weighted_overall","max_token_count",0.07
13579,"lang_weighted_overall","mm_fanout_external",0.06
13579,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.33
13579,"total_and_lang_weighted_overall","min_token_count",0.17
13579,"total_and_lang_weighted_overall","avg_token_count",0.09
13579,"total_and_lang_weighted_overall","mm_comment_ratio",0.07
13579,"total_and_lang_weighted_overall","mm_fanout_external",0.07
13579,"total_and_lang_weighted_overall","max_func_cc_to_complexity_ratio",0.07
97531,"average_overall","avg_func_cc_to_complexity_ratio",0.26
97531,"average_overall","min_token_count",0.17
97531,"average_overall","avg_token_count",0.15
97531,"average_overall","mm_fanout_external",0.07
97531,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.33
97531,"total_weighted_overall","min_token_count",0.21
97531,"total_weighted_overall","avg_token_count",0.08
97531,"total_weighted_overall","mm_fanout_external",0.07
97531,"lang_weighted_overall","avg_token_count",0.25
97531,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.2
97531,"lang_weighted_overall","min_token_count",0.1
97531,"lang_weighted_overall","mm_fanout_external",0.09
97531,"lang_weighted_overall","mm_tiobe_fanout",0.07
97531,"lang_weighted_overall","max_token_count",0.06
97531,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.27
97531,"total_and_lang_weighted_overall","avg_token_count",0.16
97531,"total_and_lang_weighted_overall","min_token_count",0.13
97531,"total_and_lang_weighted_overall","mm_fanout_external",0.11
97531,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.08
101010,"average_overall","avg_func_cc_to_complexity_ratio",0.18
101010,"average_overall","mm_fanout_external",0.16
101010,"average_overall","min_token_count",0.15
101010,"average_overall","mm_tiobe_fanout",0.11
101010,"average_overall","avg_token_count",0.09
101010,"average_overall","max_func_cc",0.06
101010,"total_weighted_overall","min_token_count",0.21
101010,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.19
101010,"total_weighted_overall","mm_tiobe_fanout",0.16
101010,"total_weighted_overall","mm_fanout_external",0.14
101010,"lang_weighted_overall","mm_fanout_external",0.17
101010,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.16
101010,"lang_weighted_overall","mm_tiobe_fanout",0.15
101010,"lang_weighted_overall","min_token_count",0.12
101010,"lang_weighted_overall","avg_token_count",0.09
101010,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.22
101010,"total_and_lang_weighted_overall","min_token_count",0.18
101010,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.18
101010,"total_and_lang_weighted_overall","mm_fanout_external",0.14
101010,"total_and_lang_weighted_overall","mm_comment_ratio",0.06
232323,"average_overall","avg_func_cc_to_complexity_ratio",0.27
232323,"average_overall","max_token_count",0.14
232323,"average_overall","avg_token_count",0.09
232323,"average_overall","min_token_count",0.07
232323,"average_overall","max_func_cc_to_complexity_ratio",0.07
232323,"average_overall","avg_func_cc",0.06
232323,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.35
232323,"total_weighted_overall","min_token_count",0.13
232323,"total_weighted_overall","max_token_count",0.13
232323,"total_weighted_overall","avg_token_count",0.08
232323,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.22
232323,"lang_weighted_overall","max_token_count",0.13
232323,"lang_weighted_overall","avg_token_count",0.12
232323,"lang_weighted_overall","mm_comment_ratio",0.08
232323,"lang_weighted_overall","comment_count",0.07
232323,"lang_weighted_overall","avg_func_cc",0.07
232323,"lang_weighted_overall","max_func_cc",0.06
232323,"lang_weighted_overall","mm_fanout_external",0.06
232323,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.28
232323,"total_and_lang_weighted_overall","min_token_count",0.1
232323,"total_and_lang_weighted_overall","avg_token_count",0.1
232323,"total_and_lang_weighted_overall","mm_fanout_external",0.1
232323,"total_and_lang_weighted_overall","mm_comment_ratio",0.09
232323,"total_and_lang_weighted_overall","max_token_count",0.07
232323,"total_and_lang_weighted_overall","max_func_cc_to_complexity_ratio",0.06
123,"average_overall","avg_func_cc_to_complexity_ratio",0.21
123,"average_overall","avg_token_count",0.16
123,"average_overall","min_token_count",0.13
123,"average_overall","max_func_cc_to_complexity_ratio",0.06
123,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.28
123,"total_weighted_overall","min_token_count",0.16
123,"total_weighted_overall","avg_token_count",0.08
123,"total_weighted_overall","mm_fanout_external",0.07
123,"total_weighted_overall","max_func_cc_to_complexity_ratio",0.06
123,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.22
123,"lang_weighted_overall","min_token_count",0.15
123,"lang_weighted_overall","avg_token_count",0.12
123,"lang_weighted_overall","mm_fanout_external",0.07
123,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.28
123,"total_and_lang_weighted_overall","min_token_count",0.19
123,"total_and_lang_weighted_overall","mm_comment_ratio",0.08
123,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.08
123,"total_and_lang_weighted_overall","mm_fanout_external",0.07
123,"total_and_lang_weighted_overall","avg_token_count",0.06
4567,"average_overall","avg_func_cc_to_complexity_ratio",0.2
4567,"average_overall","avg_token_count",0.14
4567,"average_overall","min_token_count",0.13
4567,"average_overall","avg_func_cc",0.06
4567,"average_overall","mm_cyclomatic_complexity",0.06
4567,"average_overall","mm_fanout_external",0.06
4567,"average_overall","mm_tiobe",0.06
4567,"average_overall","max_func_cc_to_complexity_ratio",0.06
4567,"total_weighted_overall","avg_func_cc_to_complexity_ratio",0.26
4567,"total_weighted_overall","min_token_count",0.19
4567,"total_weighted_overall","mm_fanout_external",0.08
4567,"total_weighted_overall","avg_token_count",0.07
4567,"total_weighted_overall","mm_tiobe_fanout",0.06
4567,"lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.18
4567,"lang_weighted_overall","min_token_count",0.13
4567,"lang_weighted_overall","avg_token_count",0.13
4567,"lang_weighted_overall","mm_fanout_external",0.09
4567,"lang_weighted_overall","mm_tiobe_complexity",0.07
4567,"lang_weighted_overall","mm_tiobe_fanout",0.07
4567,"lang_weighted_overall","mm_tiobe",0.06
4567,"total_and_lang_weighted_overall","avg_func_cc_to_complexity_ratio",0.21
4567,"total_and_lang_weighted_overall","min_token_count",0.2
4567,"total_and_lang_weighted_overall","mm_fanout_external",0.1
4567,"total_and_lang_weighted_overall","mm_tiobe_fanout",0.09
4567,"total_and_lang_weighted_overall","avg_token_count",0.07
4567,"total_and_lang_weighted_overall","avg_func_cc",0.06
4567,"total_and_lang_weighted_overall","mm_comment_ratio",0.06
